prerequisite_avg,prerequisite_min,previous_accuracy,recent_incorrect,learning_velocity,recent_confusion_count,time_gap_hours,revision_completion,concept_difficulty,will_struggle,dataset_type
0.2822,0.0488,0.6425,0,0.1581,1,4.83,0.1461,38.99,1,SYNTHETIC
0.3092,0.1269,0.5785,1,0.2677,4,3.91,0.4179,67.53,1,SYNTHETIC
0.5778,0.4829,0.3697,2,0.1483,2,3.94,0.2414,22.72,1,SYNTHETIC
0.2373,0.112,0.744,2,0.1763,1,21.69,0.6288,44.28,1,SYNTHETIC
0.5349,0.4893,0.6844,3,0.1562,1,1.56,0.543,53.52,1,SYNTHETIC
0.7201,0.6555,0.5211,3,-0.1045,2,5.61,0.81,45.54,0,SYNTHETIC
0.1607,0.0,0.4395,2,0.1828,2,4.46,0.5795,51.92,1,SYNTHETIC
0.5669,0.4338,0.2888,4,-0.019,0,13.09,0.4045,39.23,0,SYNTHETIC
0.5053,0.2661,0.586,6,0.2834,0,15.04,0.4508,53.49,0,SYNTHETIC
0.6822,0.4877,0.7276,4,0.0665,1,21.01,0.8655,25.65,0,SYNTHETIC
0.6017,0.4683,0.6713,2,0.1711,1,4.76,0.1171,49.62,1,SYNTHETIC
0.4518,0.4146,0.6244,2,0.0343,1,3.95,0.5533,35.84,1,SYNTHETIC
0.5716,0.4325,0.8271,2,0.2137,0,7.32,0.7596,40.28,0,SYNTHETIC
0.4163,0.2526,0.8572,2,0.304,4,17.49,0.8708,20.54,0,SYNTHETIC
0.3368,0.1144,0.6076,4,-0.0074,1,42.98,0.6475,63.28,1,SYNTHETIC
0.5122,0.2914,0.5023,1,0.2197,1,22.73,0.6122,58.58,0,SYNTHETIC
0.5435,0.5299,0.6836,2,-0.0249,2,7.98,0.8518,69.73,0,SYNTHETIC
0.9505,0.8298,0.1771,7,0.1039,2,55.0,0.7123,54.1,0,SYNTHETIC
0.23,0.0,0.5147,3,-0.186,2,3.82,0.8445,74.15,1,SYNTHETIC
0.3843,0.3189,0.5433,1,-0.2075,1,10.97,0.5374,10.06,0,SYNTHETIC
0.3376,0.1943,0.558,2,-0.0378,2,8.34,0.4207,41.03,1,SYNTHETIC
0.7713,0.6048,0.5964,1,0.0523,3,6.23,0.7727,50.71,1,SYNTHETIC
0.5558,0.4809,0.2668,4,0.0247,1,12.44,0.827,76.26,1,SYNTHETIC
0.6732,0.4345,0.7692,2,-0.0571,2,15.66,0.6292,81.3,1,SYNTHETIC
0.8908,0.6956,0.3015,3,-0.0071,0,4.04,0.2176,75.93,1,SYNTHETIC
0.8426,0.6324,0.5167,3,-0.0564,4,33.84,0.2107,58.55,1,SYNTHETIC
0.5327,0.4084,0.5863,2,-0.1432,4,0.13,0.8499,75.11,1,SYNTHETIC
0.4508,0.3253,0.3974,2,-0.0527,1,6.91,0.8446,41.97,0,SYNTHETIC
0.6687,0.5892,0.4523,5,0.1878,0,0.95,0.531,58.6,0,SYNTHETIC
0.76,0.627,0.6474,1,-0.2342,1,16.94,0.3865,46.0,0,SYNTHETIC
0.559,0.5481,0.5396,2,0.0293,1,13.85,0.3496,71.01,0,SYNTHETIC
0.6321,0.4117,0.7052,1,-0.0618,1,14.9,0.9875,67.88,0,SYNTHETIC
0.6742,0.4726,0.821,0,-0.0542,3,0.47,0.3499,75.11,1,SYNTHETIC
0.6313,0.4438,0.5415,1,-0.0666,1,3.44,0.2167,53.96,1,SYNTHETIC
0.4983,0.4165,0.8732,1,0.0909,1,12.53,0.9095,56.22,0,SYNTHETIC
0.4574,0.2617,0.5378,0,0.1954,3,3.65,0.4193,40.52,0,SYNTHETIC
0.7301,0.548,0.4935,1,-0.0047,1,6.67,0.4282,80.1,1,SYNTHETIC
0.3694,0.2737,0.8207,1,-0.1127,1,19.44,0.5188,29.35,1,SYNTHETIC
0.3527,0.2536,0.4268,3,0.0855,0,9.73,0.8832,90.19,0,SYNTHETIC
0.7876,0.7553,0.4578,2,0.0624,2,15.62,0.97,52.43,0,SYNTHETIC
0.7098,0.4639,0.5571,1,0.195,1,4.87,0.7628,52.83,1,SYNTHETIC
0.5058,0.4429,0.6892,2,0.1866,4,0.75,0.6576,35.02,0,SYNTHETIC
0.6834,0.5939,0.5949,3,-0.0377,0,16.06,0.875,38.56,0,SYNTHETIC
0.7106,0.7017,0.8235,0,0.0045,0,13.12,0.6233,20.32,0,SYNTHETIC
0.6461,0.4271,0.7406,1,0.3656,3,8.69,0.4225,49.16,0,SYNTHETIC
0.2668,0.1657,0.4859,2,0.1265,2,19.23,0.8021,35.24,0,SYNTHETIC
0.5653,0.555,0.5324,2,0.0587,2,12.52,0.6956,48.29,0,SYNTHETIC
0.871,0.8496,0.654,1,0.2531,1,8.22,0.2647,55.07,1,SYNTHETIC
0.5378,0.4985,0.6196,1,0.0859,4,2.84,0.1574,31.93,1,SYNTHETIC
0.4023,0.3329,0.7435,1,-0.0831,3,2.51,0.2265,41.06,0,SYNTHETIC
0.5933,0.5763,0.5084,3,-0.2678,0,8.32,0.3565,71.54,1,SYNTHETIC
0.705,0.5792,0.5993,2,0.0897,2,2.22,0.3808,54.5,0,SYNTHETIC
0.5058,0.3035,0.4728,1,-0.1248,1,7.94,0.4486,47.93,0,SYNTHETIC
0.7622,0.5855,0.3631,2,-0.1204,2,8.06,0.8935,70.97,0,SYNTHETIC
0.4308,0.2212,0.768,3,0.1953,3,23.94,0.9652,18.28,0,SYNTHETIC
0.5837,0.3678,0.6035,1,-0.0847,3,3.4,0.5113,26.13,1,SYNTHETIC
0.4689,0.2544,0.3394,3,-0.1663,1,21.32,0.2727,89.47,1,SYNTHETIC
0.5275,0.307,0.2215,3,0.2373,0,9.31,0.4083,81.64,0,SYNTHETIC
0.4225,0.2628,0.6555,1,0.1638,1,10.06,0.7302,69.38,0,SYNTHETIC
0.7965,0.5557,0.8037,1,0.2612,2,19.65,0.5049,24.39,0,SYNTHETIC
0.4742,0.2828,0.7529,1,-0.0062,1,14.67,0.1351,65.0,0,SYNTHETIC
0.3196,0.1644,0.7937,0,0.2401,0,51.96,0.6703,54.16,1,SYNTHETIC
0.5714,0.4467,0.808,1,0.3147,3,4.38,0.3525,49.75,1,SYNTHETIC
0.5765,0.4854,0.8644,2,-0.0023,0,20.2,0.4219,75.82,0,SYNTHETIC
0.1926,0.026,0.3718,0,0.0113,1,14.99,0.406,57.95,1,SYNTHETIC
0.5166,0.5038,0.5508,4,-0.0482,2,5.5,0.4298,28.19,1,SYNTHETIC
0.5443,0.5146,0.1325,7,-0.0206,0,1.16,0.8481,66.73,0,SYNTHETIC
0.535,0.4745,0.6247,3,0.0316,3,6.32,0.4535,37.29,1,SYNTHETIC
0.8401,0.7316,0.7338,2,0.0254,1,47.1,0.5091,54.71,0,SYNTHETIC
0.3465,0.2117,0.7575,0,-0.2025,0,31.21,0.5272,44.61,0,SYNTHETIC
0.4613,0.293,0.7528,5,0.071,2,1.67,0.7308,36.92,1,SYNTHETIC
0.4686,0.2464,0.7233,3,-0.0435,2,14.67,0.3703,34.22,1,SYNTHETIC
0.4218,0.2678,0.5769,2,0.2029,2,13.34,0.8625,56.68,1,SYNTHETIC
0.7379,0.6567,0.479,4,-0.0638,2,1.9,0.8011,77.12,0,SYNTHETIC
0.7535,0.5545,0.4454,4,-0.1166,3,1.54,0.6699,41.57,0,SYNTHETIC
0.6013,0.5485,0.5026,2,-0.002,4,43.91,0.8194,26.51,0,SYNTHETIC
0.5837,0.4079,0.5295,1,-0.0264,1,1.17,0.5647,90.01,1,SYNTHETIC
0.1563,0.0738,0.8713,0,-0.0032,2,19.72,0.8919,63.28,0,SYNTHETIC
0.6644,0.5935,0.3444,5,0.0512,1,9.91,0.4541,47.34,0,SYNTHETIC
0.3746,0.2827,0.4063,3,0.2564,1,3.66,0.6316,71.55,1,SYNTHETIC
0.8527,0.7637,0.8414,1,0.1299,3,0.35,0.559,16.68,0,SYNTHETIC
0.5118,0.388,0.822,0,-0.0213,2,10.09,0.4395,40.03,0,SYNTHETIC
0.6182,0.6155,0.6919,0,-0.1053,1,15.42,0.6342,27.11,0,SYNTHETIC
0.5224,0.4327,0.5268,3,0.3463,3,6.09,0.494,36.47,1,SYNTHETIC
0.5663,0.4046,0.8018,0,0.1463,1,32.41,0.3005,53.97,0,SYNTHETIC
0.4098,0.1772,0.5352,4,0.1756,0,3.91,0.6473,39.67,0,SYNTHETIC
0.6563,0.4207,0.6247,4,-0.0456,2,3.57,0.1807,30.41,1,SYNTHETIC
0.6721,0.439,0.6809,0,0.1347,1,5.5,0.6528,46.35,0,SYNTHETIC
0.4397,0.2546,0.7991,1,-0.077,3,7.08,0.7292,42.39,0,SYNTHETIC
0.7563,0.6919,0.6849,5,0.236,1,4.54,0.8852,18.76,0,SYNTHETIC
0.4658,0.3913,0.5568,0,0.1641,1,16.11,0.5893,72.16,0,SYNTHETIC
0.5127,0.2894,0.6008,2,0.0183,3,0.28,0.6929,30.88,1,SYNTHETIC
0.4454,0.2942,0.7091,6,0.2192,1,4.51,0.7711,39.51,1,SYNTHETIC
0.6977,0.4833,0.39,1,0.1359,0,14.66,0.6784,57.61,0,SYNTHETIC
0.7186,0.5498,0.6554,2,0.1551,0,9.42,0.5294,40.98,0,SYNTHETIC
0.673,0.6635,0.4562,4,0.0372,0,16.99,0.2691,53.37,0,SYNTHETIC
0.7916,0.5751,0.6692,1,0.0364,3,3.79,0.6787,57.51,0,SYNTHETIC
0.5016,0.2564,0.538,2,-0.1573,1,20.13,0.5703,67.84,1,SYNTHETIC
0.7589,0.5193,0.4528,1,-0.0147,0,4.97,0.7778,63.26,0,SYNTHETIC
0.5447,0.4515,0.8302,2,0.2928,0,3.28,0.5419,66.5,0,SYNTHETIC
0.5293,0.3145,0.4008,2,0.2521,0,2.32,0.607,60.03,0,SYNTHETIC
0.3765,0.1436,0.7323,1,0.0071,2,26.4,0.6704,53.26,0,SYNTHETIC
0.2221,0.174,0.4716,5,0.1562,3,8.42,0.6927,64.09,0,SYNTHETIC
0.6193,0.4103,0.3285,6,-0.1785,2,12.31,0.7637,26.53,1,SYNTHETIC
0.6974,0.6866,0.2314,5,0.1358,3,14.18,0.6357,55.98,1,SYNTHETIC
0.4264,0.3498,0.809,1,0.1733,1,33.44,0.4678,30.08,0,SYNTHETIC
0.431,0.4118,0.5614,1,0.0353,1,24.85,0.4238,45.72,0,SYNTHETIC
0.4813,0.4568,0.7539,2,0.0422,2,18.01,0.8011,60.3,1,SYNTHETIC
0.5845,0.4779,0.6625,1,0.3264,1,10.71,0.3822,55.92,1,SYNTHETIC
0.4435,0.4186,0.659,0,0.1177,3,3.54,0.1306,50.19,1,SYNTHETIC
0.4684,0.3398,0.7556,3,0.2324,1,1.37,0.8747,77.54,0,SYNTHETIC
0.7447,0.5256,0.5222,4,0.2194,2,1.08,0.7009,69.01,0,SYNTHETIC
0.5378,0.5205,0.7579,0,0.0411,1,2.28,0.1562,43.12,0,SYNTHETIC
0.6198,0.4701,0.5414,0,0.1854,0,2.17,0.5241,19.57,0,SYNTHETIC
0.2686,0.1211,0.8185,1,0.1282,1,2.51,0.7218,50.66,0,SYNTHETIC
0.7456,0.6928,0.668,2,-0.0607,2,5.7,0.338,44.83,0,SYNTHETIC
0.7616,0.568,0.332,3,-0.2356,2,19.98,0.8161,28.32,0,SYNTHETIC
0.3411,0.2043,0.4805,0,0.0919,1,0.25,0.6773,61.05,0,SYNTHETIC
0.1809,0.1228,0.7448,2,0.1088,1,1.71,0.7379,82.91,1,SYNTHETIC
0.7577,0.6244,0.5479,2,0.3828,4,15.74,0.6138,39.54,1,SYNTHETIC
0.365,0.3266,0.3941,1,-0.195,2,31.83,0.6064,51.37,0,SYNTHETIC
0.3215,0.0755,0.5987,3,0.113,2,6.22,0.5127,51.14,0,SYNTHETIC
0.7217,0.497,0.2758,3,0.0133,5,0.96,0.4448,89.96,0,SYNTHETIC
0.3752,0.2618,0.5462,0,-0.046,1,4.69,0.5569,59.41,0,SYNTHETIC
0.5412,0.4878,0.7606,1,0.2761,5,9.49,0.6645,39.48,0,SYNTHETIC
0.6966,0.6436,0.4994,0,0.0932,2,4.99,0.4679,30.18,1,SYNTHETIC
0.3588,0.3287,0.4863,1,-0.0397,2,5.48,0.5187,29.51,1,SYNTHETIC
0.6669,0.4756,0.6949,1,0.1073,2,2.9,0.8278,62.31,0,SYNTHETIC
0.4386,0.4183,0.4007,4,0.1857,2,34.96,0.6875,42.24,0,SYNTHETIC
0.8137,0.7991,0.7636,3,-0.028,2,35.18,0.469,57.89,1,SYNTHETIC
0.3679,0.3515,0.6796,2,0.1989,4,14.0,0.2072,60.43,0,SYNTHETIC
0.7377,0.6984,0.7746,2,0.1755,4,4.48,0.5391,13.83,1,SYNTHETIC
0.9119,0.7729,0.4424,1,-0.0276,1,6.99,0.6192,66.38,0,SYNTHETIC
0.5639,0.3419,0.424,4,-0.0497,1,12.4,0.1709,73.38,1,SYNTHETIC
0.3976,0.1808,0.7399,1,-0.0393,1,21.88,0.8016,34.93,0,SYNTHETIC
0.4024,0.1683,0.4235,5,0.1491,2,4.27,0.4149,24.89,1,SYNTHETIC
0.4757,0.3315,0.6861,2,0.1115,1,4.44,0.4735,45.75,0,SYNTHETIC
0.5523,0.4404,0.3904,5,0.2513,3,2.51,0.2203,46.24,1,SYNTHETIC
0.6875,0.6623,0.2427,2,0.0679,0,17.25,0.4644,48.34,0,SYNTHETIC
0.8702,0.8395,0.3396,7,0.1365,0,9.24,0.5256,70.07,0,SYNTHETIC
0.4661,0.3093,0.397,1,0.2202,0,14.87,0.5567,71.54,1,SYNTHETIC
0.5445,0.4733,0.578,2,0.0047,1,54.56,0.4949,78.91,0,SYNTHETIC
0.5025,0.4493,0.5119,2,0.1199,2,9.25,0.6217,47.3,0,SYNTHETIC
0.686,0.5834,0.3338,3,0.1529,3,12.8,0.3566,12.43,0,SYNTHETIC
0.4258,0.4088,0.6876,1,0.2998,1,40.29,0.5064,84.32,0,SYNTHETIC
0.5473,0.5,0.143,3,0.1434,1,2.27,0.4684,51.94,1,SYNTHETIC
0.5497,0.3713,0.6224,2,0.0003,2,8.97,0.4984,55.2,1,SYNTHETIC
0.6442,0.4938,0.4108,4,-0.1184,2,31.95,0.7627,61.83,0,SYNTHETIC
0.7134,0.5508,0.3254,4,-0.1305,0,28.58,0.7251,79.64,0,SYNTHETIC
0.4167,0.2544,0.468,5,-0.0247,0,9.36,0.7293,33.95,1,SYNTHETIC
0.5982,0.3955,0.1867,5,-0.0393,0,7.0,0.5699,41.12,1,SYNTHETIC
0.6487,0.4061,0.437,6,0.2033,3,39.18,0.8305,17.41,0,SYNTHETIC
0.3455,0.0998,0.6378,2,0.044,2,6.52,0.7329,56.18,0,SYNTHETIC
0.6537,0.5526,0.9254,0,-0.0278,3,0.09,0.6964,62.03,0,SYNTHETIC
0.7663,0.6083,0.67,1,0.0756,1,2.1,0.9083,40.11,0,SYNTHETIC
0.8173,0.7964,0.6305,1,0.039,1,16.47,0.4578,49.98,0,SYNTHETIC
0.4524,0.3701,0.8529,0,-0.1424,0,33.4,0.6065,58.07,0,SYNTHETIC
0.7091,0.5306,0.8024,1,0.2597,4,15.11,0.5298,15.43,0,SYNTHETIC
0.5506,0.4692,0.4005,3,0.0768,1,3.08,0.6577,63.55,0,SYNTHETIC
0.6891,0.5424,0.8524,0,0.1698,0,1.64,0.8725,19.82,0,SYNTHETIC
0.1556,0.0,0.4008,4,-0.2754,3,0.44,0.4279,45.0,1,SYNTHETIC
0.6088,0.4056,0.6013,2,0.1714,1,1.36,0.5452,50.63,0,SYNTHETIC
0.5107,0.5054,0.4947,2,0.026,0,11.53,0.9253,84.25,0,SYNTHETIC
0.6932,0.4809,0.6785,2,-0.1518,1,10.5,0.9051,43.1,1,SYNTHETIC
0.4324,0.3328,0.9301,0,-0.0696,2,4.86,0.1257,66.19,0,SYNTHETIC
0.4764,0.2305,0.7074,0,0.1038,1,4.3,0.5146,37.36,0,SYNTHETIC
0.6055,0.413,0.563,1,0.1663,3,49.56,0.3395,81.33,1,SYNTHETIC
0.3279,0.3005,0.2468,2,0.166,3,12.39,0.4319,60.15,0,SYNTHETIC
0.6736,0.599,0.5625,0,0.1015,1,6.25,0.4373,83.65,0,SYNTHETIC
0.7823,0.537,0.668,1,0.1058,0,23.06,0.484,26.56,1,SYNTHETIC
0.4971,0.3584,0.6413,3,0.1246,0,7.59,0.9398,63.1,0,SYNTHETIC
0.5214,0.4007,0.4796,4,0.1736,2,19.69,0.9183,69.79,0,SYNTHETIC
0.6405,0.4927,0.7004,0,0.0659,0,5.9,0.8284,29.22,0,SYNTHETIC
0.3418,0.2026,0.7286,1,-0.0839,4,7.74,0.4998,25.51,0,SYNTHETIC
0.5936,0.4388,0.3536,2,0.1571,1,2.03,0.2688,33.89,1,SYNTHETIC
0.7168,0.6163,0.7379,5,0.1723,0,1.46,0.732,57.12,1,SYNTHETIC
0.4784,0.4677,0.6262,2,-0.1374,1,4.09,0.9467,29.58,0,SYNTHETIC
0.561,0.5031,0.5516,3,0.0274,2,3.79,0.6767,42.1,0,SYNTHETIC
0.4299,0.1843,0.8892,0,0.0873,1,0.31,0.6865,18.72,0,SYNTHETIC
0.2341,0.1594,0.1259,9,-0.0742,0,4.1,0.6481,62.84,0,SYNTHETIC
0.3746,0.2115,0.3456,3,-0.1129,4,9.44,0.4116,59.83,0,SYNTHETIC
0.2205,0.125,0.5773,2,0.2564,1,1.1,0.5157,58.83,1,SYNTHETIC
0.4359,0.2383,0.6019,1,-0.0351,2,3.52,0.7959,69.34,0,SYNTHETIC
0.9209,0.8727,0.5368,1,-0.1592,2,8.16,0.753,69.39,0,SYNTHETIC
0.7263,0.5743,0.4236,4,0.2205,1,3.6,0.4455,76.25,0,SYNTHETIC
0.8006,0.5876,0.4514,2,0.1822,2,7.44,0.9708,39.59,0,SYNTHETIC
0.2746,0.1286,0.4994,2,0.0591,1,12.92,0.9446,41.73,1,SYNTHETIC
0.5601,0.5133,0.6689,1,-0.0192,2,13.36,0.4701,21.4,0,SYNTHETIC
0.6379,0.5099,0.7782,1,-0.0399,0,27.34,0.515,55.03,0,SYNTHETIC
0.8352,0.5977,0.4535,7,-0.01,1,21.48,0.7325,13.54,0,SYNTHETIC
0.5027,0.2977,0.5891,1,-0.0787,2,17.96,0.6213,38.55,1,SYNTHETIC
0.482,0.4545,0.5237,4,-0.0575,2,0.17,0.7687,60.81,0,SYNTHETIC
0.55,0.312,0.7869,0,0.0618,0,8.27,0.6662,47.81,0,SYNTHETIC
0.7192,0.6353,0.7972,3,0.2247,1,15.49,0.3508,15.88,0,SYNTHETIC
0.2992,0.1043,0.5348,4,-0.0646,4,2.06,0.6012,37.33,1,SYNTHETIC
0.4162,0.2338,0.8536,1,-0.0485,3,6.43,0.8404,62.73,0,SYNTHETIC
0.6117,0.473,0.6339,4,0.1596,1,6.73,0.6036,49.74,1,SYNTHETIC
0.1948,0.0349,0.6638,1,0.2474,2,0.95,0.6475,59.87,0,SYNTHETIC
0.5622,0.5267,0.4991,4,-0.1342,3,10.23,0.2788,41.57,1,SYNTHETIC
0.7814,0.6679,0.6731,4,0.0646,4,1.97,0.6793,43.96,0,SYNTHETIC
0.6571,0.4514,0.4778,3,-0.1989,2,1.87,0.4431,37.95,1,SYNTHETIC
0.6217,0.542,0.8121,0,-0.2066,1,7.92,0.9076,55.21,1,SYNTHETIC
0.4457,0.396,0.7707,0,0.176,2,56.93,0.8136,51.0,0,SYNTHETIC
0.6325,0.4041,0.3704,4,0.139,1,10.27,0.8869,16.69,1,SYNTHETIC
0.8783,0.7378,0.8241,1,-0.0045,0,44.79,0.7131,32.75,1,SYNTHETIC
0.4642,0.2984,0.5996,3,0.2082,3,9.9,0.5127,24.98,0,SYNTHETIC
0.9103,0.8773,0.5015,1,0.2469,1,5.2,0.7386,35.46,0,SYNTHETIC
0.7823,0.5658,0.4048,4,0.0496,3,0.17,0.7786,74.63,1,SYNTHETIC
0.6542,0.5975,0.5902,3,0.1674,2,11.71,0.6857,23.21,1,SYNTHETIC
0.1678,0.0614,0.555,3,0.1167,1,7.02,0.7353,41.84,0,SYNTHETIC
0.3139,0.2072,0.7215,0,-0.1249,1,14.61,0.7413,48.55,1,SYNTHETIC
0.4141,0.3272,0.6128,1,0.0462,2,3.68,0.2185,27.02,0,SYNTHETIC
0.4827,0.4509,0.6087,0,-0.009,0,4.88,0.4151,67.3,0,SYNTHETIC
0.4632,0.275,0.5659,3,-0.0276,2,4.29,0.6424,44.36,0,SYNTHETIC
0.425,0.3713,0.5803,1,0.0171,1,35.65,0.6906,50.21,1,SYNTHETIC
0.5218,0.2742,0.2512,1,0.3676,0,4.29,0.7954,49.21,1,SYNTHETIC
0.7152,0.5952,0.234,5,0.1708,2,3.17,0.6796,80.21,1,SYNTHETIC
0.7789,0.676,0.5596,2,0.1584,1,55.58,0.4472,36.62,0,SYNTHETIC
0.4607,0.2364,0.6013,0,0.0025,0,7.18,0.5518,80.48,0,SYNTHETIC
0.2825,0.2701,0.7529,1,0.1175,1,46.67,0.4609,31.18,0,SYNTHETIC
0.7059,0.5721,0.6366,2,0.3525,0,8.69,0.497,66.87,0,SYNTHETIC
0.538,0.3377,0.6714,1,-0.0848,1,4.26,0.7958,48.04,1,SYNTHETIC
0.4333,0.2036,0.5655,2,-0.0999,2,5.81,0.8041,21.98,1,SYNTHETIC
0.6661,0.4607,0.5567,0,-0.0307,1,8.04,0.4306,87.07,1,SYNTHETIC
0.364,0.3116,0.9,2,-0.0552,0,9.29,0.6096,57.41,0,SYNTHETIC
0.5633,0.3373,0.5802,1,-0.1706,4,23.56,0.8516,41.19,0,SYNTHETIC
0.5354,0.3244,0.5584,0,0.1141,2,89.87,0.3796,20.74,1,SYNTHETIC
0.694,0.6608,0.6545,1,-0.1014,3,2.29,0.459,25.56,1,SYNTHETIC
0.9418,0.8381,0.4953,2,0.1051,1,5.57,0.5575,31.76,0,SYNTHETIC
0.4415,0.296,0.7465,0,0.2736,2,6.01,0.4175,64.16,1,SYNTHETIC
0.8986,0.7524,0.5159,2,0.0607,1,2.05,0.6689,65.87,0,SYNTHETIC
0.7667,0.5957,0.6041,3,0.1645,2,3.91,0.603,52.26,1,SYNTHETIC
0.6921,0.5016,0.6149,1,0.0256,1,28.47,0.7048,38.75,1,SYNTHETIC
0.4547,0.397,0.7009,1,-0.0083,1,11.81,0.707,43.18,0,SYNTHETIC
0.6656,0.4453,0.8574,1,0.2394,0,3.66,0.6321,69.46,0,SYNTHETIC
0.8196,0.6277,0.3789,5,-0.0433,4,16.06,0.4864,30.93,0,SYNTHETIC
0.464,0.285,0.4813,3,-0.0631,2,0.32,0.4459,48.06,0,SYNTHETIC
0.5881,0.4175,0.3733,3,-0.0714,2,27.89,0.3525,49.68,0,SYNTHETIC
0.8279,0.7865,0.5285,0,-0.197,2,11.44,0.3239,49.63,1,SYNTHETIC
0.5332,0.4749,0.6137,1,-0.0812,2,21.28,0.7256,18.94,1,SYNTHETIC
0.7476,0.5238,0.488,9,0.1712,1,4.69,0.345,42.07,0,SYNTHETIC
0.8222,0.7179,0.3225,8,0.1289,2,11.96,0.3788,53.04,1,SYNTHETIC
0.6293,0.5419,0.661,2,0.5359,1,2.94,0.7661,35.65,1,SYNTHETIC
0.7094,0.6951,0.6346,2,0.1858,0,5.53,0.5048,54.84,1,SYNTHETIC
0.363,0.3445,0.6746,0,0.051,2,4.54,0.4263,62.95,0,SYNTHETIC
0.4881,0.296,0.4608,4,0.0271,2,47.92,0.7187,48.73,0,SYNTHETIC
0.7642,0.6267,0.513,5,0.1379,5,4.07,0.5592,50.45,1,SYNTHETIC
0.4898,0.4692,0.4874,4,0.0622,2,3.08,0.26,46.96,1,SYNTHETIC
0.6685,0.6249,0.3895,4,-0.2494,0,13.23,0.519,57.75,0,SYNTHETIC
0.274,0.1537,0.5753,2,0.2291,1,7.13,0.6118,71.06,1,SYNTHETIC
0.8999,0.7346,0.4994,5,0.2428,0,3.3,0.8982,69.44,0,SYNTHETIC
0.7601,0.7276,0.2807,4,-0.0457,1,7.52,0.7033,64.48,0,SYNTHETIC
0.7211,0.6186,0.687,2,0.0463,5,7.57,0.8578,45.31,0,SYNTHETIC
0.7414,0.4985,0.4333,4,0.0824,0,4.13,0.514,59.65,0,SYNTHETIC
0.7276,0.6207,0.616,1,-0.1564,2,14.89,0.7821,79.65,0,SYNTHETIC
0.6772,0.6338,0.8876,1,-0.1619,2,14.3,0.5717,36.03,1,SYNTHETIC
0.9144,0.736,0.6134,2,0.2269,0,13.63,0.4153,47.14,0,SYNTHETIC
0.747,0.5546,0.6983,3,0.2353,1,15.81,0.46,69.69,1,SYNTHETIC
0.6182,0.4789,0.8568,2,0.1182,2,2.51,0.8122,56.75,1,SYNTHETIC
0.4724,0.4612,0.6637,5,0.1212,2,5.92,0.5123,30.42,1,SYNTHETIC
0.7389,0.5795,0.6667,0,0.0937,1,35.52,0.9074,71.31,0,SYNTHETIC
0.3589,0.1219,0.7886,2,0.0278,2,10.23,0.618,60.92,0,SYNTHETIC
0.9074,0.8529,0.5134,3,0.0146,1,9.23,0.1531,61.22,1,SYNTHETIC
0.7067,0.6037,0.298,3,0.0996,3,2.21,0.7363,28.15,0,SYNTHETIC
0.5907,0.4557,0.3406,4,0.3504,0,2.02,0.7209,28.08,0,SYNTHETIC
0.8754,0.7912,0.7707,3,0.0164,1,10.52,0.5343,62.39,0,SYNTHETIC
0.6783,0.6301,0.7796,0,0.3295,2,13.74,0.3408,62.61,1,SYNTHETIC
0.9133,0.7092,0.6378,2,0.0184,2,19.88,0.7708,59.62,0,SYNTHETIC
0.4416,0.4128,0.5697,3,0.0364,2,2.19,0.3631,66.85,0,SYNTHETIC
0.3886,0.3179,0.5146,1,-0.0739,1,1.01,0.5256,54.76,0,SYNTHETIC
0.8626,0.6711,0.7881,2,0.0732,3,0.99,0.6404,86.13,1,SYNTHETIC
0.5255,0.4991,0.8117,0,-0.0571,2,10.87,0.8973,51.66,0,SYNTHETIC
0.8843,0.6624,0.3317,2,0.0758,1,8.34,0.5356,42.87,0,SYNTHETIC
0.5367,0.3678,0.8016,0,0.1645,1,9.44,0.862,69.7,0,SYNTHETIC
0.5208,0.2827,0.3858,3,0.0904,2,1.77,0.6972,17.32,0,SYNTHETIC
0.7557,0.7482,0.5663,2,0.1094,0,8.6,0.9125,48.9,0,SYNTHETIC
0.2594,0.1511,0.7391,2,0.0389,1,20.03,0.6102,80.23,1,SYNTHETIC
0.5345,0.3554,0.3152,2,-0.038,4,1.45,0.47,43.73,0,SYNTHETIC
0.7957,0.7193,0.517,1,0.3492,2,16.13,0.6779,29.99,0,SYNTHETIC
0.7274,0.7232,0.4932,2,-0.0989,1,10.02,0.8454,53.63,1,SYNTHETIC
0.6635,0.4604,0.9322,1,-0.1993,0,22.77,0.7918,83.89,0,SYNTHETIC
0.521,0.3604,0.7663,1,0.1218,1,7.45,0.709,53.95,0,SYNTHETIC
0.6763,0.6562,0.6671,1,0.1359,1,1.49,0.0783,55.7,0,SYNTHETIC
0.4463,0.2768,0.5613,2,0.2659,0,3.29,0.7647,33.29,0,SYNTHETIC
0.7953,0.5495,0.4869,1,0.0932,2,4.19,0.6361,41.43,0,SYNTHETIC
0.9171,0.8035,0.3376,0,-0.1592,1,8.03,0.6218,34.86,0,SYNTHETIC
0.5227,0.3998,0.6004,1,0.2497,1,11.44,0.7995,43.41,1,SYNTHETIC
0.4314,0.2095,0.6968,1,-0.0365,1,38.19,0.5221,39.88,1,SYNTHETIC
0.428,0.2217,0.6738,1,0.0281,1,10.85,0.5841,69.05,0,SYNTHETIC
0.2124,0.033,0.3872,3,-0.0204,2,51.97,0.802,40.34,0,SYNTHETIC
