current_mastery,prerequisite_avg,prerequisite_min,incorrect_attempts,recent_accuracy,confusion_frequency,recent_confusion_count,time_since_last_practice,total_attempts,streak,revision_completion_rate,previous_concept_accuracy,is_confused,dataset_type
0.5857,0.7232,0.5428,0,0.8487,0.2445,1,20.11,11,5,0.2929,0.7639,0,SYNTHETIC
0.2706,0.2108,0.1255,3,0.3309,0.7161,4,80.68,12,0,0.4679,0.2244,1,SYNTHETIC
0.8074,0.9079,0.847,6,0.5102,0.2724,1,7.41,10,1,0.275,0.2457,1,SYNTHETIC
0.8095,0.4682,0.2693,9,0.4444,0.171,0,15.77,16,1,0.7716,0.1767,0,SYNTHETIC
0.826,0.8927,0.8789,0,1.0,0.2479,0,14.7,15,6,0.4354,0.9495,0,SYNTHETIC
0.6096,0.578,0.4273,3,0.8028,0.4946,2,54.86,12,3,0.4882,0.7828,1,SYNTHETIC
0.6173,0.5371,0.3704,2,0.5081,0.6449,2,18.09,10,2,0.8755,0.4988,0,SYNTHETIC
0.4823,0.7191,0.6894,2,0.6585,0.0889,0,5.39,11,1,0.8718,0.5441,0,SYNTHETIC
0.2155,0.1121,0.1086,2,0.4922,0.61,0,71.2,17,0,0.6281,0.3074,1,SYNTHETIC
0.1523,0.2107,0.0402,6,0.1139,0.5502,2,4.24,15,0,0.0822,0.3091,1,SYNTHETIC
0.7324,0.7527,0.5661,3,0.7224,0.3211,0,2.63,14,1,0.9821,0.8041,0,SYNTHETIC
0.7922,0.8418,0.8254,0,0.865,0.0768,2,5.75,13,3,0.4115,1.0,1,SYNTHETIC
0.4931,0.6341,0.4959,1,0.7714,0.261,0,0.69,9,2,0.6899,0.9892,1,SYNTHETIC
0.5577,0.6541,0.497,2,0.4086,0.3784,2,10.96,14,0,0.8964,0.3178,0,SYNTHETIC
0.6621,0.4389,0.3975,5,0.294,0.4572,0,6.96,19,1,0.4773,0.5926,0,SYNTHETIC
0.7166,0.4239,0.3684,1,0.9247,0.1141,0,21.08,13,5,0.5741,1.0,1,SYNTHETIC
0.762,0.7776,0.7311,2,0.7585,0.2807,1,14.17,14,4,0.8797,0.8203,0,SYNTHETIC
0.2587,0.3956,0.3145,8,0.4622,0.4296,4,28.0,14,2,0.7136,0.5434,1,SYNTHETIC
0.5668,0.4691,0.3547,5,0.5535,0.4365,4,122.95,14,2,0.7813,0.5621,0,SYNTHETIC
0.3094,0.7677,0.7111,9,0.2477,0.4651,0,11.43,11,1,0.8629,0.2536,1,SYNTHETIC
0.7893,0.2148,0.1668,3,0.4738,0.443,3,28.71,13,1,0.2713,0.4139,0,SYNTHETIC
0.6713,0.3975,0.3662,1,0.7109,0.4014,1,32.77,9,3,0.4703,0.6219,1,SYNTHETIC
0.1886,0.539,0.4114,4,0.1772,0.232,1,13.78,10,3,0.1306,0.4022,0,SYNTHETIC
0.613,0.8596,0.8025,0,0.8625,0.2601,3,48.32,7,3,0.7563,0.7814,0,SYNTHETIC
0.883,0.5943,0.5829,0,1.0,0.1229,0,26.89,17,2,0.4308,1.0,1,SYNTHETIC
0.2381,0.3847,0.3203,5,0.4962,0.8313,3,6.78,12,0,0.1506,0.1561,0,SYNTHETIC
0.852,0.5707,0.5223,0,0.7725,0.2877,0,46.29,15,5,0.7095,0.5953,0,SYNTHETIC
0.6739,0.3801,0.228,5,0.1418,0.3771,0,11.21,14,0,0.0924,0.0958,0,SYNTHETIC
0.9216,0.6692,0.6069,4,0.7214,0.1379,1,83.01,10,2,0.5236,0.529,0,SYNTHETIC
0.3328,0.2776,0.1536,8,0.1367,0.8027,2,4.63,7,1,0.0852,0.3445,1,SYNTHETIC
0.3508,0.5257,0.3537,9,0.0698,0.4619,4,15.24,11,1,0.3304,0.2102,1,SYNTHETIC
0.3441,0.6668,0.6646,10,0.0597,0.5628,1,29.46,17,0,0.2266,0.0,1,SYNTHETIC
0.688,0.6278,0.6193,0,0.9453,0.4119,1,15.77,15,5,0.5665,0.6148,0,SYNTHETIC
0.06,0.0752,0.0,4,0.4877,0.6702,0,52.17,13,1,0.2668,0.5922,1,SYNTHETIC
0.2699,0.3627,0.3076,4,0.0583,0.4471,1,5.84,15,0,0.4481,0.1657,1,SYNTHETIC
0.4936,0.1154,0.0059,5,0.5027,0.9197,2,3.97,14,1,0.2975,0.535,1,SYNTHETIC
0.3359,0.4176,0.226,5,0.2036,0.7642,6,44.4,14,0,0.4937,0.1137,0,SYNTHETIC
0.5963,0.7852,0.7278,5,0.1962,0.2515,1,16.06,7,1,0.4937,0.4559,0,SYNTHETIC
0.2667,0.3109,0.1269,1,0.2795,0.815,4,5.11,9,0,0.5809,0.2969,1,SYNTHETIC
0.0768,0.137,0.0,11,0.228,0.8032,1,40.8,11,2,0.4608,0.1568,0,SYNTHETIC
0.349,0.051,0.0,11,0.3002,0.484,0,9.82,13,0,0.429,0.0662,1,SYNTHETIC
0.294,0.6686,0.4889,4,0.2915,0.4492,4,34.07,13,0,0.5123,0.3505,1,SYNTHETIC
0.2635,0.4205,0.3825,15,0.2584,0.5721,1,36.93,12,0,0.5122,0.2061,0,SYNTHETIC
0.5339,0.6398,0.4567,1,0.6924,0.521,1,15.49,12,2,0.6584,0.737,0,SYNTHETIC
0.2898,0.4016,0.3916,7,0.3697,0.729,2,24.71,17,3,0.1178,0.3492,1,SYNTHETIC
0.8357,0.7031,0.6754,4,0.437,0.3479,1,20.03,13,1,0.5287,0.469,0,SYNTHETIC
0.0614,0.5829,0.5025,6,0.4001,0.7786,3,17.59,11,1,0.3548,0.4004,0,SYNTHETIC
0.3464,0.5617,0.4754,7,0.0427,0.9526,2,11.75,14,1,0.2161,0.3329,0,SYNTHETIC
0.5401,0.7375,0.6973,5,0.3432,0.5355,4,41.6,19,0,0.3009,0.0746,1,SYNTHETIC
0.0409,0.2585,0.1465,4,0.541,0.7945,2,37.67,12,2,0.0995,0.5121,1,SYNTHETIC
0.7249,0.6469,0.5619,1,0.4066,0.4208,1,62.5,8,2,0.328,0.5809,0,SYNTHETIC
0.5918,0.8662,0.8139,0,0.8049,0.2356,2,40.02,10,3,0.5128,0.3746,0,SYNTHETIC
0.3762,0.7696,0.5918,0,0.8053,0.0521,2,28.33,15,2,0.8764,1.0,1,SYNTHETIC
0.4848,0.79,0.7656,1,0.7906,0.1436,1,66.91,14,2,0.6956,0.7844,1,SYNTHETIC
0.7268,0.9426,0.8723,1,0.8635,0.6467,2,11.33,20,0,0.5051,0.5772,1,SYNTHETIC
0.2753,0.3559,0.2296,9,0.2425,0.5776,2,1.0,9,2,0.458,0.3838,1,SYNTHETIC
0.2301,0.4286,0.4015,5,0.0,0.7315,2,4.53,7,0,0.4129,0.0,0,SYNTHETIC
0.8119,0.3266,0.144,1,0.8318,0.4001,1,2.14,13,4,0.882,0.8197,0,SYNTHETIC
0.5595,0.6391,0.4725,3,0.6485,0.7249,4,6.36,17,2,0.5129,0.4905,0,SYNTHETIC
0.6319,0.3055,0.2268,4,0.5481,0.3765,2,51.96,15,1,0.8983,1.0,1,SYNTHETIC
0.9325,0.6787,0.5307,0,0.7521,0.5119,2,8.57,13,6,0.5804,0.7779,0,SYNTHETIC
0.1261,0.5903,0.4999,3,0.447,0.4462,1,22.48,12,0,0.1117,0.6014,1,SYNTHETIC
0.2429,0.5126,0.4713,3,0.2812,0.8105,3,93.01,20,1,0.1054,0.2166,1,SYNTHETIC
0.74,0.2144,0.1036,0,0.7698,0.1821,0,20.97,11,3,0.1461,0.5617,0,SYNTHETIC
0.1242,0.3931,0.3087,1,0.0344,0.7342,1,11.22,10,0,0.3284,0.0962,1,SYNTHETIC
0.481,0.7087,0.7054,5,0.5835,0.3353,0,2.44,16,1,0.9024,0.6794,1,SYNTHETIC
0.8592,0.6169,0.5319,2,0.6416,0.3012,3,10.82,18,2,0.3678,0.7745,1,SYNTHETIC
0.2186,0.2989,0.1369,2,0.6774,0.6162,0,47.98,11,1,0.6326,0.5899,1,SYNTHETIC
0.8828,0.47,0.3378,3,0.7055,0.2969,1,50.97,14,0,0.2634,0.7736,1,SYNTHETIC
0.3189,0.0136,0.0,2,0.4186,0.8101,3,8.9,11,1,0.6221,0.3708,0,SYNTHETIC
0.8136,0.7547,0.7156,4,0.3929,0.344,2,2.05,14,2,0.5738,0.1875,0,SYNTHETIC
0.5875,0.791,0.7848,0,0.9018,0.1818,0,17.78,9,3,0.7776,0.9188,0,SYNTHETIC
0.4739,0.2068,0.1902,2,0.5694,0.5222,2,17.38,13,1,0.1395,0.4839,1,SYNTHETIC
0.2817,0.168,0.0197,3,0.3166,0.9876,2,9.25,13,0,0.3234,0.2713,1,SYNTHETIC
0.4035,0.1722,0.0029,8,0.1966,0.4366,1,47.93,14,3,0.4158,0.3251,1,SYNTHETIC
0.7001,0.5783,0.5476,0,0.7274,0.7708,2,12.47,19,1,0.3969,0.8393,1,SYNTHETIC
0.826,0.7021,0.5517,1,0.8265,0.1441,0,15.54,18,4,0.6461,1.0,0,SYNTHETIC
0.5976,0.5541,0.4236,0,0.8992,0.5331,0,14.07,10,1,0.4473,1.0,1,SYNTHETIC
0.2023,0.4089,0.367,4,0.088,0.2525,0,0.03,14,0,0.1804,0.2476,1,SYNTHETIC
0.2711,0.1971,0.1049,8,0.2776,0.83,2,16.24,13,0,0.445,0.2116,1,SYNTHETIC
0.7658,0.7036,0.5684,4,0.4725,0.4824,1,5.57,16,3,0.5944,0.2458,1,SYNTHETIC
0.5891,0.8657,0.8216,0,0.7567,0.1823,2,7.32,13,1,0.607,0.6277,0,SYNTHETIC
0.2903,0.6841,0.6832,2,0.4397,0.3638,5,2.09,13,4,0.546,0.2948,1,SYNTHETIC
0.4445,0.0746,0.0,5,0.4075,0.8719,1,9.32,13,0,0.1904,0.5209,1,SYNTHETIC
0.3973,0.5122,0.5033,1,0.6293,0.8673,4,10.51,14,3,0.2511,0.4101,1,SYNTHETIC
0.0845,0.0572,0.049,5,0.3391,0.8325,3,74.46,11,2,0.4731,0.1196,1,SYNTHETIC
0.3361,0.2684,0.1007,2,0.6248,0.537,4,3.83,15,1,0.5075,0.5877,1,SYNTHETIC
0.273,0.5691,0.3703,1,0.9109,0.4007,1,91.18,12,2,0.8726,1.0,0,SYNTHETIC
0.792,0.769,0.6492,6,0.378,0.4096,1,14.29,16,0,0.5898,0.3466,0,SYNTHETIC
0.7644,0.6149,0.4474,0,0.7265,0.3458,0,7.26,11,3,0.4057,0.8694,1,SYNTHETIC
0.677,0.5126,0.4341,2,0.3965,0.3929,2,26.54,14,4,0.7061,0.3288,1,SYNTHETIC
0.5672,0.6494,0.579,0,0.7181,0.3372,2,40.12,11,2,0.9218,0.9368,1,SYNTHETIC
0.6702,0.4416,0.3175,4,0.5945,0.1693,0,12.8,11,2,0.788,0.6849,0,SYNTHETIC
0.3018,0.3917,0.2872,4,0.7103,0.4039,1,26.32,10,3,0.4655,0.7952,1,SYNTHETIC
0.5473,0.2966,0.1136,2,0.5034,0.667,1,41.32,6,0,0.4342,0.4057,0,SYNTHETIC
0.6561,0.8409,0.765,0,0.9871,0.3251,0,21.58,12,0,0.8466,1.0,0,SYNTHETIC
0.3143,0.4236,0.3244,6,0.2466,0.9648,5,20.17,19,0,0.3338,0.2227,0,SYNTHETIC
0.2594,0.2929,0.1296,5,0.2043,0.7318,0,62.66,17,2,0.0888,0.3317,1,SYNTHETIC
0.3079,0.3264,0.2685,2,0.9498,0.2178,0,10.97,9,4,0.7065,0.8281,1,SYNTHETIC
0.7847,0.8439,0.6673,0,0.9663,0.1228,0,5.61,17,2,0.9718,0.8849,1,SYNTHETIC
0.812,0.3476,0.2674,5,0.4192,0.4508,1,49.49,13,0,0.1866,0.2699,0,SYNTHETIC
0.8485,0.5073,0.4734,1,0.9437,0.1236,0,12.53,17,3,0.4209,0.6597,0,SYNTHETIC
0.596,0.4756,0.4552,4,0.4544,0.6055,2,14.16,7,3,0.763,0.5353,0,SYNTHETIC
0.5192,0.7475,0.5642,1,0.4864,0.5762,3,3.09,13,0,0.4059,0.5288,1,SYNTHETIC
0.5083,0.4809,0.3017,8,0.275,0.6129,2,30.11,16,0,0.1724,0.0369,0,SYNTHETIC
0.9186,0.9335,0.8709,2,0.6111,0.2253,0,3.79,12,1,0.614,0.7713,1,SYNTHETIC
0.843,0.6448,0.5748,5,0.4499,0.5301,2,6.91,10,0,0.3562,0.3724,0,SYNTHETIC
0.7525,0.2721,0.1174,1,0.7129,0.0209,0,5.05,9,1,0.5247,0.9445,0,SYNTHETIC
0.2495,0.6882,0.4945,5,0.8651,0.4769,0,40.87,17,1,0.241,0.6434,0,SYNTHETIC
0.307,0.5895,0.5055,0,0.8268,0.4821,2,1.12,10,4,0.4588,0.8816,0,SYNTHETIC
0.7202,0.8514,0.8433,4,0.5401,0.5979,2,21.82,14,3,0.8359,0.4561,0,SYNTHETIC
0.324,0.5512,0.3643,4,0.5136,0.7087,0,29.14,13,1,0.6677,0.4582,0,SYNTHETIC
0.6444,0.7457,0.6949,3,0.7419,0.2377,0,6.42,13,4,0.6122,0.7592,0,SYNTHETIC
0.77,0.3493,0.1787,8,0.6135,0.4681,2,10.18,13,1,0.7685,0.4037,1,SYNTHETIC
0.1098,0.1244,0.0042,7,0.2032,0.4226,0,9.26,9,0,0.245,0.4248,1,SYNTHETIC
0.6387,0.831,0.7759,3,0.4794,0.4136,4,48.45,12,0,0.7039,0.3407,0,SYNTHETIC
0.2596,0.072,0.0093,5,0.508,0.8864,4,5.05,15,2,0.344,0.3919,0,SYNTHETIC
0.6005,0.7969,0.6169,3,0.7786,0.2576,0,16.57,16,2,0.4802,1.0,1,SYNTHETIC
0.5713,0.5038,0.3186,0,0.8928,0.1523,0,5.02,20,2,0.7699,0.7917,1,SYNTHETIC
0.5647,0.7406,0.5651,1,0.5954,0.6609,3,0.19,7,1,0.7473,0.9154,0,SYNTHETIC
0.8235,0.5803,0.5006,0,0.7814,0.4482,0,57.6,18,2,0.9425,0.71,1,SYNTHETIC
0.6781,0.5245,0.3395,2,0.6825,0.342,2,29.88,11,1,0.5065,0.7323,0,SYNTHETIC
0.9163,0.5248,0.5217,7,0.3274,0.1237,0,3.61,16,0,0.2723,0.0,0,SYNTHETIC
0.5471,0.3574,0.338,5,0.7159,0.6127,1,19.71,12,0,0.8388,0.4762,0,SYNTHETIC
0.6803,0.7249,0.6803,1,0.3303,0.2737,0,32.01,10,4,0.4925,0.5018,0,SYNTHETIC
0.3623,0.1238,0.0097,5,0.3779,0.4623,0,24.78,16,1,0.6256,0.2417,1,SYNTHETIC
0.7122,0.4399,0.4284,0,0.7337,0.5265,2,9.64,8,0,0.8176,0.9273,0,SYNTHETIC
0.4319,0.5046,0.3969,2,0.7074,0.0877,0,28.88,13,2,0.5258,0.7706,0,SYNTHETIC
0.8498,0.6217,0.5718,4,0.7643,0.2554,1,8.47,13,2,0.4844,0.6594,0,SYNTHETIC
0.2884,0.7782,0.6391,6,0.4114,0.4447,2,10.27,12,2,0.5463,0.2373,1,SYNTHETIC
0.7603,0.818,0.694,2,0.7405,0.1913,2,4.23,15,2,0.8257,0.794,0,SYNTHETIC
0.3931,0.1986,0.0576,2,0.4377,0.8721,3,38.14,13,1,0.1367,0.644,1,SYNTHETIC
0.6004,0.8157,0.7702,2,1.0,0.525,3,24.24,8,4,0.6006,0.8013,0,SYNTHETIC
0.8292,0.7452,0.6128,1,1.0,0.1171,0,6.2,11,1,0.588,1.0,0,SYNTHETIC
0.6416,0.3399,0.299,0,1.0,0.6217,1,2.02,15,0,0.9604,1.0,1,SYNTHETIC
0.5891,0.4426,0.3657,3,0.3213,0.6419,2,1.2,14,1,0.7108,0.381,1,SYNTHETIC
0.7421,0.5732,0.4189,4,0.5468,0.3036,0,11.66,16,4,0.8708,0.4398,1,SYNTHETIC
0.0291,0.1251,0.0153,6,0.3738,0.402,1,0.23,11,2,0.5386,0.517,1,SYNTHETIC
0.8203,0.5373,0.3486,3,0.5906,0.3946,1,6.45,9,1,0.7436,0.6167,1,SYNTHETIC
0.5773,0.4948,0.4054,3,0.6462,0.2209,0,1.21,11,2,0.3506,0.5575,0,SYNTHETIC
0.5582,0.5035,0.4972,5,0.136,0.4592,0,207.45,16,0,0.6945,0.1947,0,SYNTHETIC
0.4955,0.4575,0.2629,3,0.311,0.5504,1,1.54,17,1,0.7425,0.2034,1,SYNTHETIC
0.4507,0.6203,0.4337,4,0.7559,0.2909,0,2.74,11,1,0.5661,0.5041,0,SYNTHETIC
0.1157,0.1084,0.0558,5,0.202,0.8355,3,40.39,14,0,0.1955,0.1918,1,SYNTHETIC
0.6751,0.6618,0.5361,2,0.6445,0.0734,1,4.14,12,0,0.8856,0.4752,1,SYNTHETIC
0.9124,0.5704,0.5307,0,0.6787,0.3697,1,28.75,13,1,0.2662,0.7371,1,SYNTHETIC
0.5055,0.4961,0.3323,10,0.1722,0.453,3,31.73,15,1,0.6882,0.0,1,SYNTHETIC
0.6746,0.5738,0.5124,0,0.7676,0.3028,1,11.6,11,2,0.4801,0.9159,1,SYNTHETIC
0.6279,0.545,0.4108,3,0.5949,0.3479,2,13.12,10,1,0.3094,0.651,1,SYNTHETIC
0.6012,0.482,0.4468,1,0.9138,0.7833,3,6.39,11,4,0.483,0.8884,1,SYNTHETIC
0.7526,0.2106,0.2083,4,0.6167,0.3367,0,61.71,17,1,0.5661,0.5295,1,SYNTHETIC
0.7939,0.7486,0.6067,1,0.9268,0.057,0,69.44,12,5,0.4521,0.8881,1,SYNTHETIC
0.785,0.5334,0.4132,6,0.3703,0.7842,1,4.46,16,3,0.3309,0.5664,0,SYNTHETIC
0.3764,0.5219,0.3717,3,0.8318,0.4042,2,0.79,20,1,0.7736,0.5615,1,SYNTHETIC
0.1605,0.1002,0.0523,3,0.3619,0.7231,1,0.17,9,1,0.3211,0.0166,1,SYNTHETIC
0.9267,0.8523,0.6545,1,0.9192,0.1859,0,52.17,14,6,0.4922,0.9411,0,SYNTHETIC
0.8996,0.849,0.6801,2,0.8263,0.5949,2,26.76,18,1,0.6513,0.407,0,SYNTHETIC
0.5972,0.1668,0.0144,3,0.77,0.2947,0,2.08,12,1,0.7704,0.8051,1,SYNTHETIC
0.0616,0.4469,0.4319,6,0.5158,0.6088,1,5.86,23,3,0.3841,0.6869,0,SYNTHETIC
0.831,0.5788,0.485,3,0.5124,0.3008,0,36.41,16,2,0.6631,0.3039,1,SYNTHETIC
0.7307,0.475,0.4459,1,0.7894,0.0976,0,25.06,10,3,0.7655,0.8221,1,SYNTHETIC
0.6058,0.4792,0.3492,3,0.7539,0.5859,2,6.38,14,1,0.3206,0.5368,1,SYNTHETIC
0.3693,0.7798,0.773,1,0.342,0.7799,1,37.26,11,2,0.6372,0.0794,1,SYNTHETIC
0.3164,0.5399,0.4279,10,0.026,0.825,1,26.02,13,0,0.2011,0.2093,1,SYNTHETIC
0.7505,0.7413,0.6891,1,0.7123,0.2901,0,45.42,10,0,0.785,0.4006,1,SYNTHETIC
0.7905,0.3416,0.3396,2,0.5578,0.1264,1,27.22,11,1,0.7746,0.7728,0,SYNTHETIC
0.4459,0.3386,0.3303,10,0.1647,0.5746,0,34.43,17,0,0.5533,0.377,1,SYNTHETIC
0.7539,0.5551,0.4182,6,0.2635,0.3193,1,3.29,10,2,0.6402,0.5362,0,SYNTHETIC
0.5095,0.4541,0.4306,3,0.6855,0.6463,0,11.31,15,6,0.4642,0.675,0,SYNTHETIC
0.0794,0.294,0.1987,5,0.237,0.8789,1,24.73,15,1,0.3577,0.2471,1,SYNTHETIC
0.5744,0.7243,0.6942,1,0.6572,0.1408,3,30.61,13,2,0.592,0.5238,0,SYNTHETIC
0.3187,0.3247,0.3158,8,0.0,0.5913,0,47.4,13,1,0.6328,0.0,0,SYNTHETIC
0.8423,0.7582,0.7403,2,0.6562,0.1856,1,5.75,15,3,0.5146,0.6361,0,SYNTHETIC
0.7309,0.6017,0.5227,0,0.7541,0.1753,1,6.26,14,1,0.6869,0.7767,0,SYNTHETIC
0.4205,0.4142,0.3268,9,0.0,0.3538,3,1.96,13,0,0.2856,0.1435,0,SYNTHETIC
0.3024,0.3897,0.2008,4,0.4316,0.6823,1,5.51,12,1,0.4073,0.5936,1,SYNTHETIC
0.3726,0.4086,0.3388,7,0.3451,0.6481,5,10.85,11,1,0.2054,0.4846,1,SYNTHETIC
0.7073,0.6068,0.5467,4,0.4075,0.1998,0,89.54,15,1,0.835,0.5427,0,SYNTHETIC
0.658,0.7488,0.5957,3,0.4993,0.1289,1,49.9,16,2,0.8647,0.4357,0,SYNTHETIC
0.2515,0.3521,0.1777,4,0.3724,0.2508,0,20.28,13,3,0.2386,0.6026,0,SYNTHETIC
0.678,0.4498,0.3797,5,0.7685,0.4896,3,14.83,11,2,0.5165,0.5326,1,SYNTHETIC
0.7994,0.9083,0.8489,5,0.7752,0.226,2,25.07,13,4,0.6933,0.8857,1,SYNTHETIC
0.5335,0.5685,0.5677,5,0.5051,0.3832,0,37.37,10,1,0.5659,0.6511,1,SYNTHETIC
0.245,0.5515,0.54,2,0.6605,0.4106,1,9.92,13,1,0.5352,0.4034,0,SYNTHETIC
0.4746,0.3348,0.2374,3,0.4145,0.6662,2,14.94,14,2,0.2924,0.3584,1,SYNTHETIC
0.4432,0.2275,0.1801,7,0.0997,0.9172,1,17.53,8,1,0.6584,0.2966,0,SYNTHETIC
0.0896,0.4702,0.2891,7,0.2107,0.3185,1,64.23,10,2,0.3447,0.0252,1,SYNTHETIC
0.6475,0.7815,0.7369,5,0.5298,0.3719,2,30.44,11,1,0.5099,0.285,0,SYNTHETIC
0.7747,0.3115,0.2043,1,0.7854,0.3014,2,7.57,10,0,0.889,0.8139,0,SYNTHETIC
0.6562,0.3732,0.3721,1,0.6034,0.2041,0,6.59,12,0,0.6834,0.8664,1,SYNTHETIC
0.5599,0.3384,0.2129,2,0.6333,0.0746,1,40.89,13,2,0.3643,0.7387,1,SYNTHETIC
0.5742,0.3213,0.2153,1,0.6869,0.481,2,2.94,12,2,0.4624,0.6008,1,SYNTHETIC
0.3963,0.5524,0.4653,2,0.8777,0.3161,0,99.71,12,2,0.4692,0.4871,1,SYNTHETIC
0.356,0.1697,0.0,1,0.6698,0.6645,1,33.43,11,1,0.5669,0.4905,1,SYNTHETIC
0.8351,0.2924,0.1318,2,0.6597,0.2906,0,7.73,16,2,0.6396,0.5855,1,SYNTHETIC
0.7314,0.6073,0.5745,1,0.859,0.7584,7,16.87,11,3,0.7746,0.863,0,SYNTHETIC
0.1723,0.4227,0.3342,6,0.2419,0.726,3,1.73,19,2,0.4339,0.2018,1,SYNTHETIC
0.8662,0.4101,0.348,1,0.849,0.2811,0,7.78,13,1,0.6816,0.6233,1,SYNTHETIC
0.3616,0.4644,0.3398,7,0.0812,0.4928,2,12.52,15,0,0.4375,0.2197,0,SYNTHETIC
0.5397,0.6684,0.5951,6,0.4417,0.2739,0,2.73,8,0,0.4226,0.3425,0,SYNTHETIC
0.9313,0.7965,0.6142,3,0.4752,0.3436,1,39.77,19,3,0.428,0.2909,0,SYNTHETIC
0.3435,0.4881,0.4873,8,0.1134,0.8639,2,6.03,10,0,0.2839,0.1615,0,SYNTHETIC
0.0888,0.1263,0.0,8,0.1429,0.4129,0,7.85,12,1,0.2243,0.038,1,SYNTHETIC
0.482,0.7223,0.6065,1,0.8224,0.1442,0,12.25,15,3,0.6364,0.5911,0,SYNTHETIC
0.8776,0.7128,0.6025,1,0.6751,0.109,1,21.15,12,2,0.7455,0.6806,1,SYNTHETIC
0.1536,0.2484,0.156,4,0.7141,0.5351,1,27.74,11,1,0.1285,1.0,1,SYNTHETIC
0.7722,0.3736,0.2526,1,0.7421,0.0763,0,30.74,10,2,0.1908,0.8534,1,SYNTHETIC
0.7212,0.3732,0.3159,2,0.822,0.4552,2,33.66,13,1,0.2848,0.9013,0,SYNTHETIC
0.2662,0.1726,0.1718,4,0.3415,0.8654,3,39.01,13,2,0.2385,0.4144,1,SYNTHETIC
0.57,0.5152,0.3889,4,0.6012,0.43,1,5.2,10,5,0.6839,0.6651,0,SYNTHETIC
0.8567,0.8398,0.7356,1,0.711,0.5578,3,13.31,15,3,0.862,0.496,0,SYNTHETIC
0.4842,0.96,0.7955,6,0.6655,0.3918,0,54.4,13,1,0.6252,0.664,1,SYNTHETIC
0.8319,0.7531,0.5592,0,0.6184,0.0668,1,11.75,11,6,0.5674,1.0,1,SYNTHETIC
0.4286,0.736,0.6876,1,0.8885,0.4292,0,11.76,10,2,0.4059,1.0,0,SYNTHETIC
0.885,0.9128,0.7543,2,0.7997,0.2542,2,48.8,16,6,0.771,0.6036,0,SYNTHETIC
0.4022,0.8303,0.8066,4,0.5249,0.3356,2,5.43,11,2,0.4599,0.2219,1,SYNTHETIC
0.8173,0.7472,0.5859,1,0.7714,0.1145,0,22.85,10,3,0.5636,0.8593,0,SYNTHETIC
0.7193,0.7081,0.611,0,0.4556,0.128,0,9.46,16,4,0.5499,0.7554,0,SYNTHETIC
0.4298,0.3171,0.1174,2,0.6437,0.209,0,8.86,12,4,0.82,0.3938,1,SYNTHETIC
0.6354,0.3319,0.1748,9,0.1436,0.6496,1,65.99,17,0,0.725,0.2886,1,SYNTHETIC
0.8136,0.4604,0.3371,2,0.7939,0.2912,0,25.6,13,2,0.9398,0.7838,0,SYNTHETIC
0.7505,0.6528,0.6312,2,0.9463,0.412,1,15.56,16,2,0.4363,1.0,1,SYNTHETIC
0.7181,0.868,0.7093,0,0.7366,0.107,0,35.3,13,2,0.3243,0.7534,0,SYNTHETIC
0.6146,0.6867,0.546,3,0.679,0.0522,1,8.97,21,2,0.8366,0.5705,1,SYNTHETIC
0.2005,0.4148,0.3785,7,0.1018,0.5404,2,0.86,15,0,0.3551,0.0153,0,SYNTHETIC
0.7245,0.4996,0.4426,2,0.738,0.1295,0,10.52,12,1,0.4464,0.6711,0,SYNTHETIC
0.6292,0.1668,0.0542,3,0.6697,0.4004,0,45.15,15,1,0.3904,0.543,1,SYNTHETIC
0.1947,0.54,0.4914,8,0.4871,0.8518,2,45.97,19,3,0.408,0.5967,1,SYNTHETIC
0.7253,0.5733,0.5722,9,0.0116,0.133,0,5.06,13,0,0.4021,0.0,0,SYNTHETIC
0.6533,0.5817,0.3854,1,0.8115,0.4985,2,1.05,15,2,0.9745,0.6623,0,SYNTHETIC
0.9705,0.6167,0.4173,0,0.8581,0.0831,0,13.84,12,3,0.2718,1.0,0,SYNTHETIC
0.3094,0.4291,0.4033,0,0.2247,0.5954,1,1.26,13,1,0.3971,0.436,1,SYNTHETIC
0.9029,0.5148,0.3787,1,0.7118,0.7379,0,18.26,12,1,0.4393,0.507,0,SYNTHETIC
0.8352,0.731,0.5586,2,0.6706,0.3846,1,21.67,8,3,0.5221,0.9076,0,SYNTHETIC
0.4411,0.8217,0.8149,5,0.5887,0.1553,1,19.52,11,3,0.7881,0.3184,0,SYNTHETIC
0.4654,0.4774,0.2889,6,0.7108,0.3364,2,25.1,12,1,0.8071,0.7363,0,SYNTHETIC
0.4966,0.0616,0.0,3,0.3139,0.1978,0,25.8,13,0,0.0451,0.165,1,SYNTHETIC
0.2707,0.3207,0.2355,4,0.2937,0.4592,1,25.49,12,1,0.4547,0.427,1,SYNTHETIC
0.634,0.5693,0.4495,2,0.6549,0.5463,2,2.74,17,3,0.82,0.4537,1,SYNTHETIC
0.5644,0.5479,0.4202,7,0.4397,0.3704,1,73.14,7,1,0.7216,0.5167,0,SYNTHETIC
0.5776,0.216,0.12,8,0.5372,0.6871,3,70.8,10,0,0.0863,0.4079,1,SYNTHETIC
0.8509,0.6734,0.4819,2,0.7236,0.3802,1,16.28,18,2,0.702,0.7354,1,SYNTHETIC
0.4878,0.1982,0.0198,3,0.3693,0.464,0,43.47,9,2,0.6821,0.7205,1,SYNTHETIC
