concept_baseline,signal_count,hour,is_anomaly,dataset_type
29.44,33.0,16,0,SYNTHETIC
29.44,103.0,17,1,SYNTHETIC
29.44,26.0,18,0,SYNTHETIC
29.44,39.0,19,0,SYNTHETIC
29.44,31.0,20,0,SYNTHETIC
29.44,31.0,21,0,SYNTHETIC
29.44,24.0,22,0,SYNTHETIC
29.44,38.0,23,0,SYNTHETIC
37.95,52.0,0,0,SYNTHETIC
37.95,49.0,1,0,SYNTHETIC
37.95,37.0,2,0,SYNTHETIC
37.95,39.0,3,0,SYNTHETIC
37.95,18.0,4,0,SYNTHETIC
37.95,32.0,5,0,SYNTHETIC
37.95,55.0,6,0,SYNTHETIC
37.95,45.0,7,0,SYNTHETIC
37.95,36.0,8,0,SYNTHETIC
37.95,26.0,9,0,SYNTHETIC
37.95,31.0,10,0,SYNTHETIC
37.95,39.0,11,0,SYNTHETIC
37.95,48.0,12,0,SYNTHETIC
37.95,55.0,13,0,SYNTHETIC
37.95,34.0,14,0,SYNTHETIC
37.95,159.0,15,1,SYNTHETIC
37.95,23.0,16,0,SYNTHETIC
37.95,31.0,17,0,SYNTHETIC
37.95,28.0,18,0,SYNTHETIC
37.95,40.0,19,0,SYNTHETIC
37.95,49.0,20,0,SYNTHETIC
37.95,59.0,21,0,SYNTHETIC
37.95,40.0,22,0,SYNTHETIC
37.95,165.0,23,1,SYNTHETIC
29.87,31.0,0,0,SYNTHETIC
29.87,30.0,1,0,SYNTHETIC
29.87,29.0,2,0,SYNTHETIC
29.87,19.0,3,0,SYNTHETIC
29.87,34.0,4,0,SYNTHETIC
29.87,42.0,5,0,SYNTHETIC
29.87,113.0,6,1,SYNTHETIC
29.87,39.0,7,0,SYNTHETIC
29.87,38.0,8,0,SYNTHETIC
29.87,26.0,9,0,SYNTHETIC
29.87,26.0,10,0,SYNTHETIC
29.87,38.0,11,0,SYNTHETIC
29.87,26.0,12,0,SYNTHETIC
29.87,19.0,13,0,SYNTHETIC
29.87,123.0,14,1,SYNTHETIC
29.87,20.0,15,0,SYNTHETIC
29.87,36.0,16,0,SYNTHETIC
29.87,31.0,17,0,SYNTHETIC
29.87,36.0,18,0,SYNTHETIC
29.87,28.0,19,0,SYNTHETIC
29.87,33.0,20,0,SYNTHETIC
29.87,29.0,21,0,SYNTHETIC
29.87,24.0,22,0,SYNTHETIC
29.87,28.0,23,0,SYNTHETIC
36.43,25.0,0,0,SYNTHETIC
36.43,41.0,1,0,SYNTHETIC
36.43,36.0,2,0,SYNTHETIC
36.43,44.0,3,0,SYNTHETIC
36.43,48.0,4,0,SYNTHETIC
36.43,41.0,5,0,SYNTHETIC
36.43,43.0,6,0,SYNTHETIC
36.43,31.0,7,0,SYNTHETIC
36.43,35.0,8,0,SYNTHETIC
36.43,35.0,9,0,SYNTHETIC
36.43,47.0,10,0,SYNTHETIC
36.43,22.0,11,0,SYNTHETIC
36.43,45.0,12,0,SYNTHETIC
36.43,33.0,13,0,SYNTHETIC
36.43,30.0,14,0,SYNTHETIC
36.43,38.0,15,0,SYNTHETIC
36.43,28.0,16,0,SYNTHETIC
36.43,36.0,17,0,SYNTHETIC
36.43,57.0,18,0,SYNTHETIC
36.43,52.0,19,0,SYNTHETIC
36.43,118.0,20,1,SYNTHETIC
36.43,36.0,21,0,SYNTHETIC
36.43,30.0,22,0,SYNTHETIC
36.43,50.0,23,0,SYNTHETIC
34.22,39.0,0,0,SYNTHETIC
34.22,32.0,1,0,SYNTHETIC
34.22,37.0,2,0,SYNTHETIC
34.22,39.0,3,0,SYNTHETIC
34.22,20.0,4,0,SYNTHETIC
34.22,152.0,5,1,SYNTHETIC
34.22,21.0,6,0,SYNTHETIC
34.22,35.0,7,0,SYNTHETIC
34.22,26.0,8,0,SYNTHETIC
34.22,39.0,9,0,SYNTHETIC
34.22,35.0,10,0,SYNTHETIC
34.22,46.0,11,0,SYNTHETIC
34.22,38.0,12,0,SYNTHETIC
34.22,28.0,13,0,SYNTHETIC
34.22,31.0,14,0,SYNTHETIC
34.22,34.0,15,0,SYNTHETIC
34.22,33.0,16,0,SYNTHETIC
34.22,19.0,17,0,SYNTHETIC
34.22,17.0,18,0,SYNTHETIC
34.22,41.0,19,0,SYNTHETIC
34.22,30.0,20,0,SYNTHETIC
34.22,44.0,21,0,SYNTHETIC
34.22,40.0,22,0,SYNTHETIC
34.22,52.0,23,0,SYNTHETIC
36.92,36.0,0,0,SYNTHETIC
36.92,36.0,1,0,SYNTHETIC
36.92,50.0,2,0,SYNTHETIC
36.92,42.0,3,0,SYNTHETIC
36.92,41.0,4,0,SYNTHETIC
36.92,48.0,5,0,SYNTHETIC
36.92,28.0,6,0,SYNTHETIC
36.92,53.0,7,0,SYNTHETIC
36.92,29.0,8,0,SYNTHETIC
36.92,47.0,9,0,SYNTHETIC
36.92,39.0,10,0,SYNTHETIC
36.92,43.0,11,0,SYNTHETIC
36.92,36.0,12,0,SYNTHETIC
36.92,99.0,13,1,SYNTHETIC
36.92,42.0,14,0,SYNTHETIC
36.92,38.0,15,0,SYNTHETIC
36.92,45.0,16,0,SYNTHETIC
36.92,33.0,17,0,SYNTHETIC
36.92,52.0,18,0,SYNTHETIC
36.92,34.0,19,0,SYNTHETIC
36.92,29.0,20,0,SYNTHETIC
36.92,47.0,21,0,SYNTHETIC
36.92,40.0,22,0,SYNTHETIC
36.92,33.0,23,0,SYNTHETIC
29.5,30.0,0,0,SYNTHETIC
29.5,36.0,1,0,SYNTHETIC
29.5,24.0,2,0,SYNTHETIC
29.5,26.0,3,0,SYNTHETIC
29.5,32.0,4,0,SYNTHETIC
29.5,24.0,5,0,SYNTHETIC
29.5,31.0,6,0,SYNTHETIC
29.5,43.0,7,0,SYNTHETIC
29.5,39.0,8,0,SYNTHETIC
29.5,29.0,9,0,SYNTHETIC
29.5,27.0,10,0,SYNTHETIC
29.5,27.0,11,0,SYNTHETIC
29.5,109.0,12,1,SYNTHETIC
29.5,26.0,13,0,SYNTHETIC
29.5,27.0,14,0,SYNTHETIC
29.5,35.0,15,0,SYNTHETIC
29.5,24.0,16,0,SYNTHETIC
29.5,26.0,17,0,SYNTHETIC
29.5,31.0,18,0,SYNTHETIC
29.5,19.0,19,0,SYNTHETIC
29.5,30.0,20,0,SYNTHETIC
29.5,30.0,21,0,SYNTHETIC
29.5,21.0,22,0,SYNTHETIC
29.5,30.0,23,0,SYNTHETIC
30.2,24.0,0,0,SYNTHETIC
30.2,27.0,1,0,SYNTHETIC
30.2,31.0,2,0,SYNTHETIC
30.2,24.0,3,0,SYNTHETIC
30.2,28.0,4,0,SYNTHETIC
30.2,34.0,5,0,SYNTHETIC
30.2,37.0,6,0,SYNTHETIC
30.2,31.0,7,0,SYNTHETIC
30.2,30.0,8,0,SYNTHETIC
30.2,38.0,9,0,SYNTHETIC
30.2,36.0,10,0,SYNTHETIC
30.2,25.0,11,0,SYNTHETIC
30.2,31.0,12,0,SYNTHETIC
30.2,23.0,13,0,SYNTHETIC
30.2,33.0,14,0,SYNTHETIC
30.2,25.0,15,0,SYNTHETIC
30.2,33.0,16,0,SYNTHETIC
30.2,30.0,17,0,SYNTHETIC
30.2,43.0,18,0,SYNTHETIC
30.2,35.0,19,0,SYNTHETIC
30.2,23.0,20,0,SYNTHETIC
30.2,106.0,21,1,SYNTHETIC
30.2,16.0,22,0,SYNTHETIC
30.2,37.0,23,0,SYNTHETIC
17.46,18.0,0,0,SYNTHETIC
17.46,17.0,1,0,SYNTHETIC
17.46,20.0,2,0,SYNTHETIC
17.46,22.0,3,0,SYNTHETIC
17.46,27.0,4,0,SYNTHETIC
17.46,14.0,5,0,SYNTHETIC
17.46,23.0,6,0,SYNTHETIC
17.46,16.0,7,0,SYNTHETIC
17.46,19.0,8,0,SYNTHETIC
17.46,19.0,9,0,SYNTHETIC
17.46,18.0,10,0,SYNTHETIC
17.46,21.0,11,0,SYNTHETIC
17.46,18.0,12,0,SYNTHETIC
17.46,23.0,13,0,SYNTHETIC
17.46,20.0,14,0,SYNTHETIC
17.46,14.0,15,0,SYNTHETIC
17.46,18.0,16,0,SYNTHETIC
17.46,17.0,17,0,SYNTHETIC
17.46,10.0,18,0,SYNTHETIC
17.46,13.0,19,0,SYNTHETIC
17.46,10.0,20,0,SYNTHETIC
17.46,16.0,21,0,SYNTHETIC
17.46,12.0,22,0,SYNTHETIC
17.46,16.0,23,0,SYNTHETIC
24.84,21.0,0,0,SYNTHETIC
24.84,30.0,1,0,SYNTHETIC
24.84,33.0,2,0,SYNTHETIC
24.84,30.0,3,0,SYNTHETIC
24.84,26.0,4,0,SYNTHETIC
24.84,29.0,5,0,SYNTHETIC
24.84,33.0,6,0,SYNTHETIC
24.84,28.0,7,0,SYNTHETIC
24.84,21.0,8,0,SYNTHETIC
24.84,19.0,9,0,SYNTHETIC
24.84,27.0,10,0,SYNTHETIC
24.84,24.0,11,0,SYNTHETIC
24.84,16.0,12,0,SYNTHETIC
24.84,35.0,13,0,SYNTHETIC
24.84,29.0,14,0,SYNTHETIC
24.84,35.0,15,0,SYNTHETIC
24.84,36.0,16,0,SYNTHETIC
24.84,27.0,17,0,SYNTHETIC
24.84,14.0,18,0,SYNTHETIC
24.84,24.0,19,0,SYNTHETIC
24.84,26.0,20,0,SYNTHETIC
24.84,23.0,21,0,SYNTHETIC
24.84,18.0,22,0,SYNTHETIC
24.84,22.0,23,0,SYNTHETIC
38.68,19.0,0,0,SYNTHETIC
38.68,34.0,1,0,SYNTHETIC
38.68,37.0,2,0,SYNTHETIC
38.68,41.0,3,0,SYNTHETIC
38.68,36.0,4,0,SYNTHETIC
38.68,42.0,5,0,SYNTHETIC
38.68,34.0,6,0,SYNTHETIC
38.68,31.0,7,0,SYNTHETIC
38.68,38.0,8,0,SYNTHETIC
38.68,50.0,9,0,SYNTHETIC
38.68,37.0,10,0,SYNTHETIC
38.68,52.0,11,0,SYNTHETIC
38.68,52.0,12,0,SYNTHETIC
38.68,40.0,13,0,SYNTHETIC
38.68,39.0,14,0,SYNTHETIC
38.68,47.0,15,0,SYNTHETIC
38.68,55.0,16,0,SYNTHETIC
38.68,45.0,17,0,SYNTHETIC
38.68,44.0,18,0,SYNTHETIC
38.68,54.0,19,0,SYNTHETIC
38.68,48.0,20,0,SYNTHETIC
38.68,37.0,21,0,SYNTHETIC
38.68,23.0,22,0,SYNTHETIC
38.68,35.0,23,0,SYNTHETIC
24.43,20.0,0,0,SYNTHETIC
24.43,22.0,1,0,SYNTHETIC
24.43,14.0,2,0,SYNTHETIC
24.43,27.0,3,0,SYNTHETIC
24.43,22.0,4,0,SYNTHETIC
24.43,18.0,5,0,SYNTHETIC
24.43,27.0,6,0,SYNTHETIC
24.43,18.0,7,0,SYNTHETIC
24.43,20.0,8,0,SYNTHETIC
24.43,27.0,9,0,SYNTHETIC
24.43,31.0,10,0,SYNTHETIC
24.43,32.0,11,0,SYNTHETIC
24.43,15.0,12,0,SYNTHETIC
24.43,20.0,13,0,SYNTHETIC
24.43,26.0,14,0,SYNTHETIC
24.43,10.0,15,0,SYNTHETIC
24.43,33.0,16,0,SYNTHETIC
24.43,28.0,17,0,SYNTHETIC
24.43,24.0,18,0,SYNTHETIC
24.43,35.0,19,0,SYNTHETIC
24.43,12.0,20,0,SYNTHETIC
24.43,15.0,21,0,SYNTHETIC
24.43,35.0,22,0,SYNTHETIC
24.43,23.0,23,0,SYNTHETIC
13.57,11.0,0,0,SYNTHETIC
13.57,14.0,1,0,SYNTHETIC
13.57,15.0,2,0,SYNTHETIC
13.57,14.0,3,0,SYNTHETIC
13.57,11.0,4,0,SYNTHETIC
13.57,13.0,5,0,SYNTHETIC
13.57,13.0,6,0,SYNTHETIC
13.57,14.0,7,0,SYNTHETIC
13.57,13.0,8,0,SYNTHETIC
13.57,18.0,9,0,SYNTHETIC
13.57,12.0,10,0,SYNTHETIC
13.57,11.0,11,0,SYNTHETIC
13.57,15.0,12,0,SYNTHETIC
13.57,12.0,13,0,SYNTHETIC
13.57,12.0,14,0,SYNTHETIC
13.57,15.0,15,0,SYNTHETIC
13.57,17.0,16,0,SYNTHETIC
13.57,63.0,17,1,SYNTHETIC
13.57,7.0,18,0,SYNTHETIC
13.57,13.0,19,0,SYNTHETIC
13.57,14.0,20,0,SYNTHETIC
13.57,11.0,21,0,SYNTHETIC
13.57,12.0,22,0,SYNTHETIC
13.57,12.0,23,0,SYNTHETIC
32.56,152.0,0,1,SYNTHETIC
32.56,41.0,1,0,SYNTHETIC
32.56,34.0,2,0,SYNTHETIC
32.56,33.0,3,0,SYNTHETIC
32.56,55.0,4,0,SYNTHETIC
32.56,35.0,5,0,SYNTHETIC
32.56,43.0,6,0,SYNTHETIC
32.56,39.0,7,0,SYNTHETIC
32.56,37.0,8,0,SYNTHETIC
32.56,21.0,9,0,SYNTHETIC
32.56,20.0,10,0,SYNTHETIC
32.56,36.0,11,0,SYNTHETIC
32.56,35.0,12,0,SYNTHETIC
32.56,36.0,13,0,SYNTHETIC
32.56,34.0,14,0,SYNTHETIC
32.56,32.0,15,0,SYNTHETIC
32.56,22.0,16,0,SYNTHETIC
32.56,41.0,17,0,SYNTHETIC
32.56,30.0,18,0,SYNTHETIC
32.56,37.0,19,0,SYNTHETIC
32.56,41.0,20,0,SYNTHETIC
32.56,24.0,21,0,SYNTHETIC
32.56,22.0,22,0,SYNTHETIC
32.56,42.0,23,0,SYNTHETIC
13.6,13.0,0,0,SYNTHETIC
13.6,16.0,1,0,SYNTHETIC
13.6,12.0,2,0,SYNTHETIC
13.6,19.0,3,0,SYNTHETIC
13.6,9.0,4,0,SYNTHETIC
13.6,16.0,5,0,SYNTHETIC
13.6,13.0,6,0,SYNTHETIC
13.6,11.0,7,0,SYNTHETIC
13.6,15.0,8,0,SYNTHETIC
13.6,12.0,9,0,SYNTHETIC
13.6,18.0,10,0,SYNTHETIC
13.6,14.0,11,0,SYNTHETIC
13.6,17.0,12,0,SYNTHETIC
13.6,10.0,13,0,SYNTHETIC
13.6,5.0,14,0,SYNTHETIC
13.6,15.0,15,0,SYNTHETIC
13.6,14.0,16,0,SYNTHETIC
13.6,18.0,17,0,SYNTHETIC
13.6,7.0,18,0,SYNTHETIC
13.6,5.0,19,0,SYNTHETIC
13.6,11.0,20,0,SYNTHETIC
13.6,12.0,21,0,SYNTHETIC
13.6,23.0,22,0,SYNTHETIC
13.6,18.0,23,0,SYNTHETIC
12.54,13.0,0,0,SYNTHETIC
12.54,15.0,1,0,SYNTHETIC
12.54,8.0,2,0,SYNTHETIC
12.54,17.0,3,0,SYNTHETIC
12.54,8.0,4,0,SYNTHETIC
12.54,6.0,5,0,SYNTHETIC
12.54,11.0,6,0,SYNTHETIC
12.54,19.0,7,0,SYNTHETIC
12.54,11.0,8,0,SYNTHETIC
12.54,11.0,9,0,SYNTHETIC
12.54,16.0,10,0,SYNTHETIC
12.54,12.0,11,0,SYNTHETIC
12.54,13.0,12,0,SYNTHETIC
12.54,21.0,13,0,SYNTHETIC
12.54,21.0,14,0,SYNTHETIC
12.54,10.0,15,0,SYNTHETIC
12.54,11.0,16,0,SYNTHETIC
12.54,9.0,17,0,SYNTHETIC
12.54,10.0,18,0,SYNTHETIC
12.54,12.0,19,0,SYNTHETIC
12.54,13.0,20,0,SYNTHETIC
12.54,15.0,21,0,SYNTHETIC
12.54,10.0,22,0,SYNTHETIC
12.54,13.0,23,0,SYNTHETIC
18.21,7.0,0,0,SYNTHETIC
18.21,19.0,1,0,SYNTHETIC
18.21,19.0,2,0,SYNTHETIC
18.21,17.0,3,0,SYNTHETIC
18.21,16.0,4,0,SYNTHETIC
18.21,20.0,5,0,SYNTHETIC
18.21,12.0,6,0,SYNTHETIC
18.21,19.0,7,0,SYNTHETIC
18.21,77.0,8,1,SYNTHETIC
18.21,15.0,9,0,SYNTHETIC
18.21,14.0,10,0,SYNTHETIC
18.21,12.0,11,0,SYNTHETIC
18.21,16.0,12,0,SYNTHETIC
18.21,19.0,13,0,SYNTHETIC
18.21,21.0,14,0,SYNTHETIC
18.21,23.0,15,0,SYNTHETIC
18.21,18.0,16,0,SYNTHETIC
18.21,23.0,17,0,SYNTHETIC
18.21,17.0,18,0,SYNTHETIC
18.21,20.0,19,0,SYNTHETIC
18.21,19.0,20,0,SYNTHETIC
18.21,65.0,21,1,SYNTHETIC
18.21,51.0,22,1,SYNTHETIC
18.21,18.0,23,0,SYNTHETIC
10.73,8.0,0,0,SYNTHETIC
10.73,10.0,1,0,SYNTHETIC
10.73,14.0,2,0,SYNTHETIC
10.73,11.0,3,0,SYNTHETIC
10.73,9.0,4,0,SYNTHETIC
10.73,14.0,5,0,SYNTHETIC
10.73,31.0,6,1,SYNTHETIC
10.73,13.0,7,0,SYNTHETIC
10.73,10.0,8,0,SYNTHETIC
10.73,8.0,9,0,SYNTHETIC
10.73,8.0,10,0,SYNTHETIC
10.73,14.0,11,0,SYNTHETIC
10.73,11.0,12,0,SYNTHETIC
10.73,10.0,13,0,SYNTHETIC
10.73,9.0,14,0,SYNTHETIC
10.73,12.0,15,0,SYNTHETIC
10.73,9.0,16,0,SYNTHETIC
10.73,13.0,17,0,SYNTHETIC
10.73,9.0,18,0,SYNTHETIC
10.73,10.0,19,0,SYNTHETIC
10.73,41.0,20,1,SYNTHETIC
10.73,8.0,21,0,SYNTHETIC
10.73,10.0,22,0,SYNTHETIC
10.73,8.0,23,0,SYNTHETIC
13.25,11.0,0,0,SYNTHETIC
13.25,8.0,1,0,SYNTHETIC
13.25,14.0,2,0,SYNTHETIC
13.25,14.0,3,0,SYNTHETIC
13.25,9.0,4,0,SYNTHETIC
13.25,9.0,5,0,SYNTHETIC
13.25,8.0,6,0,SYNTHETIC
13.25,14.0,7,0,SYNTHETIC
13.25,13.0,8,0,SYNTHETIC
13.25,10.0,9,0,SYNTHETIC
13.25,12.0,10,0,SYNTHETIC
13.25,16.0,11,0,SYNTHETIC
13.25,12.0,12,0,SYNTHETIC
13.25,13.0,13,0,SYNTHETIC
13.25,17.0,14,0,SYNTHETIC
13.25,15.0,15,0,SYNTHETIC
13.25,8.0,16,0,SYNTHETIC
13.25,12.0,17,0,SYNTHETIC
13.25,10.0,18,0,SYNTHETIC
13.25,13.0,19,0,SYNTHETIC
13.25,11.0,20,0,SYNTHETIC
13.25,10.0,21,0,SYNTHETIC
13.25,8.0,22,0,SYNTHETIC
13.25,58.0,23,1,SYNTHETIC
33.78,43.0,0,0,SYNTHETIC
33.78,35.0,1,0,SYNTHETIC
33.78,40.0,2,0,SYNTHETIC
33.78,46.0,3,0,SYNTHETIC
33.78,37.0,4,0,SYNTHETIC
33.78,34.0,5,0,SYNTHETIC
33.78,33.0,6,0,SYNTHETIC
33.78,32.0,7,0,SYNTHETIC
33.78,20.0,8,0,SYNTHETIC
33.78,42.0,9,0,SYNTHETIC
33.78,45.0,10,0,SYNTHETIC
33.78,43.0,11,0,SYNTHETIC
33.78,29.0,12,0,SYNTHETIC
33.78,36.0,13,0,SYNTHETIC
33.78,14.0,14,0,SYNTHETIC
33.78,42.0,15,0,SYNTHETIC
33.78,47.0,16,0,SYNTHETIC
33.78,29.0,17,0,SYNTHETIC
33.78,46.0,18,0,SYNTHETIC
33.78,33.0,19,0,SYNTHETIC
33.78,30.0,20,0,SYNTHETIC
33.78,28.0,21,0,SYNTHETIC
33.78,27.0,22,0,SYNTHETIC
33.78,29.0,23,0,SYNTHETIC
19.97,15.0,0,0,SYNTHETIC
19.97,16.0,1,0,SYNTHETIC
19.97,25.0,2,0,SYNTHETIC
19.97,15.0,3,0,SYNTHETIC
19.97,23.0,4,0,SYNTHETIC
19.97,14.0,5,0,SYNTHETIC
19.97,22.0,6,0,SYNTHETIC
19.97,14.0,7,0,SYNTHETIC
19.97,13.0,8,0,SYNTHETIC
19.97,23.0,9,0,SYNTHETIC
19.97,75.0,10,1,SYNTHETIC
19.97,23.0,11,0,SYNTHETIC
19.97,18.0,12,0,SYNTHETIC
19.97,25.0,13,0,SYNTHETIC
19.97,20.0,14,0,SYNTHETIC
19.97,19.0,15,0,SYNTHETIC
19.97,22.0,16,0,SYNTHETIC
19.97,23.0,17,0,SYNTHETIC
19.97,11.0,18,0,SYNTHETIC
19.97,19.0,19,0,SYNTHETIC
19.97,12.0,20,0,SYNTHETIC
19.97,24.0,21,0,SYNTHETIC
19.97,22.0,22,0,SYNTHETIC
19.97,14.0,23,0,SYNTHETIC
25.81,21.0,0,0,SYNTHETIC
25.81,30.0,1,0,SYNTHETIC
25.81,25.0,2,0,SYNTHETIC
25.81,8.0,3,0,SYNTHETIC
25.81,33.0,4,0,SYNTHETIC
25.81,17.0,5,0,SYNTHETIC
25.81,19.0,6,0,SYNTHETIC
25.81,19.0,7,0,SYNTHETIC
25.81,34.0,8,0,SYNTHETIC
25.81,30.0,9,0,SYNTHETIC
25.81,26.0,10,0,SYNTHETIC
25.81,27.0,11,0,SYNTHETIC
25.81,31.0,12,0,SYNTHETIC
25.81,24.0,13,0,SYNTHETIC
25.81,34.0,14,0,SYNTHETIC
25.81,30.0,15,0,SYNTHETIC
25.81,13.0,16,0,SYNTHETIC
25.81,19.0,17,0,SYNTHETIC
25.81,30.0,18,0,SYNTHETIC
25.81,22.0,19,0,SYNTHETIC
25.81,13.0,20,0,SYNTHETIC
25.81,15.0,21,0,SYNTHETIC
25.81,19.0,22,0,SYNTHETIC
25.81,22.0,23,0,SYNTHETIC
34.68,31.0,0,0,SYNTHETIC
34.68,50.0,1,0,SYNTHETIC
34.68,24.0,2,0,SYNTHETIC
34.68,28.0,3,0,SYNTHETIC
34.68,34.0,4,0,SYNTHETIC
34.68,37.0,5,0,SYNTHETIC
34.68,46.0,6,0,SYNTHETIC
34.68,33.0,7,0,SYNTHETIC
34.68,32.0,8,0,SYNTHETIC
34.68,24.0,9,0,SYNTHETIC
34.68,21.0,10,0,SYNTHETIC
34.68,32.0,11,0,SYNTHETIC
34.68,25.0,12,0,SYNTHETIC
34.68,30.0,13,0,SYNTHETIC
34.68,39.0,14,0,SYNTHETIC
34.68,20.0,15,0,SYNTHETIC
34.68,29.0,16,0,SYNTHETIC
34.68,34.0,17,0,SYNTHETIC
34.68,48.0,18,0,SYNTHETIC
34.68,36.0,19,0,SYNTHETIC
34.68,34.0,20,0,SYNTHETIC
34.68,59.0,21,0,SYNTHETIC
34.68,36.0,22,0,SYNTHETIC
34.68,41.0,23,0,SYNTHETIC
20.94,17.0,0,0,SYNTHETIC
20.94,33.0,1,0,SYNTHETIC
20.94,19.0,2,0,SYNTHETIC
20.94,28.0,3,0,SYNTHETIC
20.94,30.0,4,0,SYNTHETIC
20.94,15.0,5,0,SYNTHETIC
20.94,19.0,6,0,SYNTHETIC
20.94,27.0,7,0,SYNTHETIC
20.94,19.0,8,0,SYNTHETIC
20.94,29.0,9,0,SYNTHETIC
20.94,25.0,10,0,SYNTHETIC
20.94,25.0,11,0,SYNTHETIC
20.94,24.0,12,0,SYNTHETIC
20.94,79.0,13,1,SYNTHETIC
20.94,17.0,14,0,SYNTHETIC
20.94,14.0,15,0,SYNTHETIC
20.94,20.0,16,0,SYNTHETIC
20.94,20.0,17,0,SYNTHETIC
20.94,16.0,18,0,SYNTHETIC
20.94,18.0,19,0,SYNTHETIC
20.94,24.0,20,0,SYNTHETIC
20.94,22.0,21,0,SYNTHETIC
20.94,102.0,22,1,SYNTHETIC
20.94,27.0,23,0,SYNTHETIC
16.23,19.0,0,0,SYNTHETIC
16.23,22.0,1,0,SYNTHETIC
16.23,24.0,2,0,SYNTHETIC
16.23,13.0,3,0,SYNTHETIC
16.23,11.0,4,0,SYNTHETIC
16.23,9.0,5,0,SYNTHETIC
16.23,14.0,6,0,SYNTHETIC
16.23,14.0,7,0,SYNTHETIC
16.23,14.0,8,0,SYNTHETIC
16.23,18.0,9,0,SYNTHETIC
16.23,17.0,10,0,SYNTHETIC
16.23,18.0,11,0,SYNTHETIC
16.23,14.0,12,0,SYNTHETIC
16.23,23.0,13,0,SYNTHETIC
16.23,20.0,14,0,SYNTHETIC
16.23,17.0,15,0,SYNTHETIC
16.23,17.0,16,0,SYNTHETIC
16.23,17.0,17,0,SYNTHETIC
16.23,22.0,18,0,SYNTHETIC
16.23,16.0,19,0,SYNTHETIC
16.23,11.0,20,0,SYNTHETIC
16.23,17.0,21,0,SYNTHETIC
16.23,14.0,22,0,SYNTHETIC
16.23,16.0,23,0,SYNTHETIC
17.38,20.0,0,0,SYNTHETIC
17.38,26.0,1,0,SYNTHETIC
17.38,21.0,2,0,SYNTHETIC
17.38,78.0,3,1,SYNTHETIC
17.38,18.0,4,0,SYNTHETIC
17.38,32.0,5,0,SYNTHETIC
17.38,13.0,6,0,SYNTHETIC
17.38,17.0,7,0,SYNTHETIC
17.38,22.0,8,0,SYNTHETIC
17.38,12.0,9,0,SYNTHETIC
17.38,62.0,10,1,SYNTHETIC
17.38,16.0,11,0,SYNTHETIC
17.38,58.0,12,1,SYNTHETIC
17.38,26.0,13,0,SYNTHETIC
17.38,19.0,14,0,SYNTHETIC
17.38,13.0,15,0,SYNTHETIC
17.38,22.0,16,0,SYNTHETIC
17.38,17.0,17,0,SYNTHETIC
17.38,13.0,18,0,SYNTHETIC
17.38,18.0,19,0,SYNTHETIC
17.38,15.0,20,0,SYNTHETIC
17.38,19.0,21,0,SYNTHETIC
17.38,17.0,22,0,SYNTHETIC
17.38,15.0,23,0,SYNTHETIC
31.84,39.0,0,0,SYNTHETIC
31.84,24.0,1,0,SYNTHETIC
31.84,33.0,2,0,SYNTHETIC
31.84,34.0,3,0,SYNTHETIC
31.84,28.0,4,0,SYNTHETIC
31.84,33.0,5,0,SYNTHETIC
31.84,28.0,6,0,SYNTHETIC
31.84,31.0,7,0,SYNTHETIC
31.84,31.0,8,0,SYNTHETIC
31.84,37.0,9,0,SYNTHETIC
31.84,36.0,10,0,SYNTHETIC
31.84,45.0,11,0,SYNTHETIC
31.84,32.0,12,0,SYNTHETIC
31.84,37.0,13,0,SYNTHETIC
31.84,34.0,14,0,SYNTHETIC
31.84,35.0,15,0,SYNTHETIC
31.84,45.0,16,0,SYNTHETIC
31.84,28.0,17,0,SYNTHETIC
31.84,48.0,18,0,SYNTHETIC
31.84,14.0,19,0,SYNTHETIC
31.84,24.0,20,0,SYNTHETIC
31.84,24.0,21,0,SYNTHETIC
31.84,31.0,22,0,SYNTHETIC
31.84,29.0,23,0,SYNTHETIC
36.16,15.0,0,0,SYNTHETIC
36.16,24.0,1,0,SYNTHETIC
36.16,54.0,2,0,SYNTHETIC
36.16,37.0,3,0,SYNTHETIC
36.16,34.0,4,0,SYNTHETIC
36.16,35.0,5,0,SYNTHETIC
36.16,23.0,6,0,SYNTHETIC
36.16,46.0,7,0,SYNTHETIC
36.16,53.0,8,0,SYNTHETIC
36.16,42.0,9,0,SYNTHETIC
36.16,45.0,10,0,SYNTHETIC
36.16,38.0,11,0,SYNTHETIC
36.16,48.0,12,0,SYNTHETIC
36.16,50.0,13,0,SYNTHETIC
36.16,41.0,14,0,SYNTHETIC
36.16,33.0,15,0,SYNTHETIC
36.16,32.0,16,0,SYNTHETIC
36.16,45.0,17,0,SYNTHETIC
36.16,34.0,18,0,SYNTHETIC
36.16,29.0,19,0,SYNTHETIC
36.16,48.0,20,0,SYNTHETIC
36.16,18.0,21,0,SYNTHETIC
36.16,39.0,22,0,SYNTHETIC
36.16,44.0,23,0,SYNTHETIC
14.44,14.0,0,0,SYNTHETIC
14.44,17.0,1,0,SYNTHETIC
14.44,19.0,2,0,SYNTHETIC
14.44,13.0,3,0,SYNTHETIC
14.44,16.0,4,0,SYNTHETIC
14.44,15.0,5,0,SYNTHETIC
14.44,12.0,6,0,SYNTHETIC
14.44,22.0,7,0,SYNTHETIC
14.44,12.0,8,0,SYNTHETIC
